Marker_ID,Frame,X,Y,Angle_degrees
26,0,565.5,432.5,94.69
26,1,565.5,432.5,94.69
26,2,565.5,432.5,94.69
26,3,565.5,432.5,94.69
26,4,565.5,432.5,94.69
26,5,565.5,432.5,94.69
26,6,565.5,432.5,94.69
26,7,565.5,432.5,94.69
26,8,565.5,432.5,94.69
26,9,565.5,432.25,93.75
26,10,565.5,432.5,94.69
26,11,565.5,432.5,94.69
26,12,565.5,432.5,94.69
26,13,565.5,432.5,94.69
26,14,565.5,432.5,94.69
26,15,565.5,432.5,94.69
26,16,565.5,432.5,94.69
26,17,565.5,432.25,93.75
26,18,565.5,432.5,94.69
26,19,565.5,432.5,94.69
26,20,565.5,432.5,94.69
26,21,565.5,432.5,94.69
26,22,565.5,432.5,94.69
26,23,565.5,432.5,94.69
26,24,565.5,432.5,94.69
26,25,565.5,432.5,94.69
26,26,565.5,432.5,94.69
26,27,565.5,432.5,94.69
26,28,565.5,432.5,94.69
26,29,565.5,432.5,94.69
26,30,565.5,432.5,94.69
26,31,565.5,432.25,93.75
26,32,565.5,432.5,94.69
26,33,565.5,432.25,93.75
26,34,565.5,432.5,94.69
26,35,565.5,432.5,94.69
26,36,565.5,432.5,94.69
26,37,565.5,432.5,94.69
26,38,565.5,432.5,94.69
26,39,565.5,432.5,94.69
26,40,565.5,432.25,93.75
26,41,565.5,432.5,94.69
26,42,565.5,432.5,94.69
26,43,565.5,432.5,94.69
26,44,565.5,432.5,94.69
26,45,565.5,432.25,93.75
26,46,565.5,432.5,94.69
26,47,565.5,432.5,94.69
26,48,565.5,432.5,94.69
26,49,565.5,432.5,94.69
26,50,565.5,432.5,94.69
26,51,565.5,432.25,93.75
26,52,565.25,432.5,93.75
26,53,565.5,432.5,94.69
26,54,565.5,432.5,94.69
26,55,565.5,432.5,94.69
26,56,565.5,432.5,94.69
26,57,565.25,432.5,93.75
26,58,565.5,432.5,94.69
26,59,565.5,432.5,94.69
26,60,565.25,432.5,93.75
26,61,565.25,432.5,93.75
26,62,565.5,432.25,93.75
26,63,565.5,432.5,94.69
26,64,565.5,432.5,94.69
26,65,565.5,432.5,94.69
26,66,565.5,432.5,94.69
26,67,565.5,432.5,94.69
26,68,565.25,432.5,93.75
26,69,565.5,432.5,94.69
26,70,565.5,432.5,94.69
26,71,565.5,432.5,94.69
26,72,565.5,432.5,94.69
26,73,565.5,432.5,94.69
26,74,565.5,432.5,94.69
26,75,565.5,432.25,93.75
26,76,565.5,432.5,94.69
26,77,565.5,432.5,94.69
26,78,565.5,432.25,93.75
26,79,565.5,432.5,94.69
26,80,565.5,432.5,94.69
26,81,565.25,432.5,93.75
26,82,565.5,432.25,93.75
26,83,565.5,432.5,94.69
26,84,565.5,432.5,94.69
26,85,565.5,432.25,93.75
26,86,565.5,432.25,93.75
26,87,565.25,432.5,93.75
26,88,565.5,432.5,94.69
26,89,565.25,432.5,93.75
26,90,565.5,432.5,94.69
26,91,565.5,432.5,94.69
26,92,565.5,432.5,94.69
26,93,565.5,432.5,94.69
26,94,565.25,432.5,93.75
26,95,565.5,432.5,94.69
26,96,565.5,432.25,93.75
26,97,565.5,432.25,93.75
26,98,565.5,432.5,94.69
26,99,565.5,432.5,94.69
26,100,565.5,432.5,94.69
26,101,565.5,432.5,94.69
26,102,565.5,432.5,94.69
26,103,565.25,432.5,93.75
26,104,565.5,432.5,94.69
26,105,565.5,432.25,93.75
26,106,565.5,432.5,94.69
26,107,565.5,432.5,94.69
26,108,565.5,432.5,94.69
26,109,565.5,432.5,94.69
26,110,565.25,432.5,93.75
26,111,565.5,432.25,93.75
26,112,565.5,432.5,94.69
26,113,565.5,432.5,94.69
26,114,565.5,432.5,94.69
26,115,565.5,432.5,94.69
26,116,565.5,432.5,94.69
26,117,565.5,432.5,94.69
26,118,565.25,432.5,93.75
26,119,565.5,432.5,94.69
26,120,565.5,432.25,93.75
26,121,565.5,432.5,94.69
26,122,565.5,432.5,94.69
26,123,562.0,434.5,91.88
26,124,562.0,434.5,91.88
26,125,562.0,434.5,91.88
26,126,562.0,434.5,91.88
26,127,562.0,434.5,91.88
26,128,562.0,434.5,91.88
26,129,562.0,434.5,91.88
26,130,562.0,434.5,91.88
26,131,562.0,434.5,91.88
26,132,562.0,434.5,91.88
26,133,562.0,434.5,91.88
26,134,562.0,434.5,91.88
26,135,562.0,434.5,91.88
26,136,562.0,434.5,91.88
26,137,562.0,434.5,91.88
26,138,562.0,434.5,91.88
26,139,562.0,434.5,91.88
26,140,562.0,434.5,91.88
26,141,562.0,434.5,91.88
26,142,562.0,434.5,91.88
26,143,562.0,434.5,91.88
26,144,562.0,434.5,91.88
26,145,562.0,434.5,91.88
26,146,562.0,434.5,91.88
26,147,562.0,434.5,91.88
26,148,562.0,434.5,91.88
26,149,562.0,434.5,91.88
26,150,562.0,434.5,91.88
26,151,562.0,434.5,91.88
26,152,562.0,434.5,91.88
26,153,562.0,434.5,91.88
26,154,562.0,434.5,91.88
26,155,562.0,434.5,91.88
26,156,562.0,434.5,91.88
26,157,562.0,434.5,91.88
26,158,562.0,434.5,91.88
26,159,562.0,434.5,91.88
26,160,562.0,434.5,91.88
26,161,561.75,434.5,91.88
26,162,562.0,434.5,91.88
26,163,562.0,434.5,91.88
26,164,562.0,434.5,91.88
26,165,562.0,434.5,91.88
26,166,562.0,434.5,91.88
26,167,562.0,434.5,91.88
26,168,562.0,434.5,91.88
26,169,562.0,434.5,91.88
26,170,562.0,434.5,91.88
